"Street","City","State","Zip","Price","SqFt","Acreage","Beds","Baths","geoadd","Latitude","Longitude","CheckAddDuplicate"
"265 Edinburgh Ln","Woodstock","GA",30188,2400,1897,0,3,2.5,"265 Edinburgh Ln, Woodstock, GA 30188",34.0939969,-84.5021654,FALSE
"4272 Moccasin Trl","Woodstock","GA",30189,2195,1982,0,3,2,"4272 Moccasin Trl, Woodstock, GA 30189",34.1097977,-84.5371674,FALSE
"135 Lexington Parke Dr","Woodstock","GA",30189,2645,1945,0,3,2.5,"135 Lexington Parke Dr, Woodstock, GA 30189",34.0912712,-84.5397882,FALSE
"4031 Mount Vernon Dr","Woodstock","GA",30189,2200,1936,0.36,3,2.5,"4031 Mount Vernon Dr, Woodstock, GA 30189",34.0997581,-84.5507816,FALSE
"105 Prairie Ln","Woodstock","GA",30189,3200,1983,0,3,2.5,"105 Prairie Ln, Woodstock, GA 30189",34.0930081,-84.5370646,FALSE
"104 Whitfield Way","Woodstock","GA",30188,2320,1899,0,4,2,"104 Whitfield Way, Woodstock, GA 30188",34.1148426,-84.5204781,FALSE
"399 Lincoln St","Woodstock","GA",30188,3300,2247,0,4,3.5,"399 Lincoln St, Woodstock, GA 30188",34.1195507,-84.5125969,FALSE
"413 Chatooga Ln","Woodstock","GA",30188,2400,1637,0,3,2.5,"413 Chatooga Ln, Woodstock, GA 30188",34.1329883,-84.5152757,FALSE
"104 Driftwood Ln","Woodstock","GA",30188,2000,1500,1,3,2,"104 Driftwood Ln, Woodstock, GA 30188",34.1013908,-84.4910603,FALSE
"343 Lincoln St","Woodstock","GA",30188,3200,2386,0,3,3.5,"343 Lincoln St, Woodstock, GA 30188",34.1208515,-84.5142004,FALSE
"243 King Arthur Dr","Woodstock","GA",30189,2130,1461,0,3,2,"243 King Arthur Dr, Woodstock, GA 30189",34.0971951,-84.5438214,FALSE
"306 Hearthstone Ct","Woodstock","GA",30189,2900,2962,1,4,3,"306 Hearthstone Ct, Woodstock, GA 30189",34.096065,-84.5476701,FALSE
"361 Lincoln St","Woodstock","GA",30188,3100,2100,0,4,3.5,"361 Lincoln St, Woodstock, GA 30188",34.1205939,-84.5139175,FALSE
"134 Woodberry Ct","Woodstock","GA",30188,1995,1640,0,3,2.5,"134 Woodberry Ct, Woodstock, GA 30188",34.098199,-84.5241529,FALSE
"113 Lincoln St","Woodstock","GA",30188,3200,2386,53.09,4,3.5,"113 Lincoln St, Woodstock, GA 30188",34.1197861,-84.5151733,FALSE
"1050 Cherokee Trl","Woodstock","GA",30189,2200,1676,0,3,2,"1050 Cherokee Trl, Woodstock, GA 30189",34.0886316,-84.54333,FALSE
"108 Woodglen Ct","Woodstock","GA",30188,1800,1056,0.56,3,1.5,"108 Woodglen Ct, Woodstock, GA 30188",34.0919846,-84.5163408,FALSE
"127 Parks Cir","Woodstock","GA",30188,2750,1546,0.61,3,2,"127 Parks Cir, Woodstock, GA 30188",34.1028584,-84.5117731,FALSE
"510 Elkhorn Pl","Woodstock","GA",30189,2600,2792,1,4,2.5,"510 Elkhorn Pl, Woodstock, GA 30189",34.1328838,-84.5323966,FALSE
"1504 Dupree Rd","Woodstock","GA",30189,5500,1461,1,4,2,"1504 Dupree Rd, Woodstock, GA 30189",34.0942774,-84.5435348,FALSE
"755 Shannon Ln","Woodstock","GA",30189,5500,1456,0,3,2,"755 Shannon Ln, Woodstock, GA 30189",34.0890479,-84.5390306,FALSE
"8857 Main St ","Woodstock","GA",30188,1600,NA,0,2,1,"8857 Main St , Woodstock, GA 30188",34.0967899,-84.5200684,FALSE
"203 Lost Lake Trl","Villa Rica","GA",30180,1950,1452,0.64,3,2,"203 Lost Lake Trl, Villa Rica, GA 30180",33.713263,-84.9612106,FALSE
"640 Sheffield Ct","Villa Rica","GA",30180,1925,1878,0,3,2,"640 Sheffield Ct, Villa Rica, GA 30180",33.742215,-84.963781,FALSE
"806 Lilac Ln","Villa Rica","GA",30180,2200,2384,0.36,3,3,"806 Lilac Ln, Villa Rica, GA 30180",33.7562744,-84.9262636,FALSE
"213 Winchester Dr","Villa Rica","GA",30180,1745,1277,0,3,2,"213 Winchester Dr, Villa Rica, GA 30180",33.7446253,-84.96243,FALSE
"310 River Trace Dr","Villa Rica","GA",30180,1599,1289,0,3,2,"310 River Trace Dr, Villa Rica, GA 30180",33.7457905,-84.963243,FALSE
"177 Concorde Dr","Villa Rica","GA",30180,1845,1305,0,3,2,"177 Concorde Dr, Villa Rica, GA 30180",33.7428555,-84.96495,FALSE
"978 S Lassetter Cir","Villa Rica","GA",30180,1775,1347,0,3,2,"978 S Lassetter Cir, Villa Rica, GA 30180",33.7336437,-84.9504788,FALSE
"173 Melleray Ct","Villa Rica","GA",30180,1839,1881,0.75,3,3,"173 Melleray Ct, Villa Rica, GA 30180",33.7370026,-84.9527554,FALSE
"136 Reid Plantation Dr","Villa Rica","GA",30180,2549,2619,0,3,3,"136 Reid Plantation Dr, Villa Rica, GA 30180",33.7521683,-84.9280531,FALSE
"322 Berkley Dr","Villa Rica","GA",30180,1895,1944,0,3,2.5,"322 Berkley Dr, Villa Rica, GA 30180",33.7250759,-84.9294563,FALSE
"372 River Trace Dr","Villa Rica","GA",30180,1629,1200,0,3,2,"372 River Trace Dr, Villa Rica, GA 30180",33.7455349,-84.967266,FALSE
"292 Hiawassee Dr","Woodstock","GA",30188,2190,1236,1,3,2.5,"292 Hiawassee Dr, Woodstock, GA 30188",34.1343482,-84.5156444,FALSE
"277 Springs Xing","Canton","GA",30114,2495,2830,0,4,2.5,"277 Springs Xing, Canton, GA 30114",34.1761925,-84.5192902,FALSE
"212 Barrett Springs Way","Canton","GA",30115,1895,1464,0.65,3,2,"212 Barrett Springs Way, Canton, GA 30115",34.1797346,-84.4929045,FALSE
"2590 Mountain Brook Rd","Canton","GA",30114,2495,1994,0.52,4,3,"2590 Mountain Brook Rd, Canton, GA 30114",34.1629184,-84.5198636,FALSE
"202 Magnolia Springs Dr","Canton","GA",30115,2095,2302,3,3,2.5,"202 Magnolia Springs Dr, Canton, GA 30115",34.1561724,-84.4891341,FALSE
"1597 Kimberly Pl","Canton","GA",30114,2195,1809,0.94,4,2.5,"1597 Kimberly Pl, Canton, GA 30114",34.1710061,-84.5147022,FALSE
"319 Oxbow St","Canton","GA",30115,2535,2525,0,4,2.5,"319 Oxbow St, Canton, GA 30115",34.1650271,-84.4943388,FALSE
"354 Meadows Ln","Canton","GA",30114,2050,2107,0,3,2.5,"354 Meadows Ln, Canton, GA 30114",34.1771024,-84.5231814,FALSE
"209 Picadilly Pl","Canton","GA",30114,1995,1667,0,3,2.5,"209 Picadilly Pl, Canton, GA 30114",34.1765753,-84.5269086,FALSE
"509 Crestmont Ln","Canton","GA",30114,2745,2435,0,4,2.5,"509 Crestmont Ln, Canton, GA 30114",34.1687073,-84.519495,FALSE
"155 W Mountain Oak St","Canton","GA",30115,1995,1976,0.76,3,2,"155 W Mountain Oak St, Canton, GA 30115",34.1762918,-84.5069592,FALSE
"237 Spring Xing","Canton","GA",30114,2395,2496,0,4,2.5,"237 Spring Xing, Canton, GA 30114",34.1760061,-84.5219117,FALSE
"307 Golden Ct","Canton","GA",30114,2845,2472,1,5,3.5,"307 Golden Ct, Canton, GA 30114",34.1726656,-84.5403,FALSE
"962 Taylors Farm Ct","Canton","GA",30115,2595,2097,0.35,4,3,"962 Taylors Farm Ct, Canton, GA 30115",34.1813871,-84.4920849,FALSE
"481 Crestmont Ln","Canton","GA",30114,2775,2529,0,4,3,"481 Crestmont Ln, Canton, GA 30114",34.1680657,-84.521625,FALSE
"601 Stone Hill Dr","Woodstock","GA",30188,3395,3234,0,4,2,"601 Stone Hill Dr, Woodstock, GA 30188",34.1365807,-84.4957731,FALSE
"711 Castleton Ln","Woodstock","GA",30189,2305,1658,0,3,2.5,"711 Castleton Ln, Woodstock, GA 30189",34.1395187,-84.5393173,FALSE
"507 Fox Creek Xing","Woodstock","GA",30188,2400,1418,0,2,2.5,"507 Fox Creek Xing, Woodstock, GA 30188",34.138486,-84.500188,FALSE
"100 Drury Ln","Canton","GA",30114,2395,1532,0.5,3,2,"100 Drury Ln, Canton, GA 30114",34.1744235,-84.5262533,FALSE
"324 Louise Ln","Canton","GA",30114,3400,2548,0,4,2.5,"324 Louise Ln, Canton, GA 30114",34.171083,-84.52463,FALSE
"214 Hiawassee Dr","Woodstock","GA",30188,2200,1604,0,3,2.5,"214 Hiawassee Dr, Woodstock, GA 30188",34.1359812,-84.5133913,FALSE
"100 Swanee Ln","Woodstock","GA",30188,2100,1604,0,3,2.5,"100 Swanee Ln, Woodstock, GA 30188",34.1370774,-84.5136781,FALSE
"530 Ridge View Xing","Woodstock","GA",30188,1900,1811,0,3,2.5,"530 Ridge View Xing, Woodstock, GA 30188",34.1372267,-84.5112318,FALSE
"131 River Park Xing","Woodstock","GA",30188,2200,2570,0,3,3,"131 River Park Xing, Woodstock, GA 30188",34.1392398,-84.5113942,FALSE
"532 Ridge View Xing","Woodstock","GA",30188,1825,1706,0,3,2.5,"532 Ridge View Xing, Woodstock, GA 30188",34.1371326,-84.5112713,FALSE
"501 Prominence Cir","Canton","GA",30114,2485,2029,0,3,2,"501 Prominence Cir, Canton, GA 30114",34.1843522,-84.5264581,FALSE
"317 Azalea Loop","Canton","GA",30114,2095,2040,0,4,2.5,"317 Azalea Loop, Canton, GA 30114",34.1873671,-84.5115068,FALSE
"307 Hidden Creek Ln","Canton","GA",30114,2185,1900,0,4,2.5,"307 Hidden Creek Ln, Canton, GA 30114",34.1825385,-84.5129816,FALSE
"308 Split Rail Way","Canton","GA",30115,2185,2035,0.34,4,3,"308 Split Rail Way, Canton, GA 30115",34.1852678,-84.4926586,FALSE
"342 Hidden Creek Ln","Canton","GA",30114,1995,1920,0,4,2.5,"342 Hidden Creek Ln, Canton, GA 30114",34.1835805,-84.5110971,FALSE
"126 Ilex Dr","Canton","GA",30114,2075,1354,0,3,2.5,"126 Ilex Dr, Canton, GA 30114",34.1828766,-84.52056,FALSE
"1003 Camellia Trce","Canton","GA",30114,2135,2000,0,4,2.5,"1003 Camellia Trce, Canton, GA 30114",34.1874586,-84.5106465,FALSE
"105 Cessna Dr","Canton","GA",30114,2695,2854,0,5,3.5,"105 Cessna Dr, Canton, GA 30114",34.2130226,-84.5090077,FALSE
"309 Hidden Creek Ln","Canton","GA",30114,2550,2590,0,4,4,"309 Hidden Creek Ln, Canton, GA 30114",34.1826251,-84.5129816,FALSE
"509 Sautee Pl","Canton","GA",30114,1895,1421,0,3,2.5,"509 Sautee Pl, Canton, GA 30114",34.1837517,-84.5168733,FALSE
"200 Ranier Ct","Canton","GA",30114,1950,1863,0,3,2.5,"200 Ranier Ct, Canton, GA 30114",34.2157146,-84.514989,FALSE
"143 Nacoochee Way","Canton","GA",30114,2179,1411,0,3,3,"143 Nacoochee Way, Canton, GA 30114",34.1840324,-84.5161257,FALSE
"135 Cypress Ct","Canton","GA",30115,2325,1524,0,3,2.5,"135 Cypress Ct, Canton, GA 30115",34.1834196,-84.4968781,FALSE
"700 Sweet Spice Way","Canton","GA",30114,2200,2040,0,4,2.5,"700 Sweet Spice Way, Canton, GA 30114",34.1860341,-84.5121208,FALSE
"330 India Ln","Canton","GA",30114,2499,2100,0,5,4,"330 India Ln, Canton, GA 30114",34.2117558,-84.505853,FALSE
"236 Oconee Way","Canton","GA",30114,2245,2821,0,3,2.5,"236 Oconee Way, Canton, GA 30114",34.1839834,-84.5181842,FALSE
"215 Cole Ct","Canton","GA",30114,2239,1658,0,3,2.5,"215 Cole Ct, Canton, GA 30114",34.2115992,-84.5091306,FALSE
"342 Downing Creek Trl","Canton","GA",30114,2625,1553,0,3,2,"342 Downing Creek Trl, Canton, GA 30114",34.2007428,-84.5327242,FALSE
"303 Stone Valley Xing","Canton","GA",30114,2180,1569,0,3,2.5,"303 Stone Valley Xing, Canton, GA 30114",34.1967347,-84.5176107,FALSE
"815 Forsythia Way","Canton","GA",30114,1960,1448,0,3,2,"815 Forsythia Way, Canton, GA 30114",34.185855,-84.5156467,FALSE
"241 Woodland Way","Canton","GA",30114,1900,1364,0,3,2.5,"241 Woodland Way, Canton, GA 30114",34.2106448,-84.5090897,FALSE
"305 Kaley Dr","Canton","GA",30114,2150,1489,0,3,2.5,"305 Kaley Dr, Canton, GA 30114",34.184866,-84.5173342,FALSE
"4129 Gold Mill Rdg","Canton","GA",30114,1750,1100,0.33,2,1,"4129 Gold Mill Rdg, Canton, GA 30114",34.2030575,-84.5433915,FALSE
"229 Cottonwood Creek Cir","Canton","GA",30114,1780,1023,0,2,2,"229 Cottonwood Creek Cir, Canton, GA 30114",34.1960095,-84.5062217,FALSE
"185 Derby Dr","Fayetteville","GA",30215,2600,2362,0,4,2.5,"185 Derby Dr, Fayetteville, GA 30215",33.41378,-84.4478493,FALSE
"110 Westbrook Way","Fayetteville","GA",30215,2575,1928,0,4,2.5,"110 Westbrook Way, Fayetteville, GA 30215",33.4244035,-84.4676959,FALSE
"475 Woodward Dr","Fayetteville","GA",30215,6000,6047,2.3,6,4.5,"475 Woodward Dr, Fayetteville, GA 30215",33.3817599,-84.4835806,FALSE
"180 Windsor Dr","Fayetteville","GA",30215,2245,1816,0,4,2.5,"180 Windsor Dr, Fayetteville, GA 30215",33.3981212,-84.4336573,FALSE
"Equinox at Knight Apartments","Fayetteville","GA",30214,1813,NA,0,3,2,"Equinox at Knight Apartments, Fayetteville, GA 30214",33.4552983,-84.4326522,FALSE
"100 Miracle Ln","Fayetteville","GA",30215,2645,2334,0,4,2.5,"100 Miracle Ln, Fayetteville, GA 30215",33.4379985,-84.4631449,FALSE
"57 Bay Branch Blvd","Fayetteville","GA",30214,1895,1567,0,3,2,"57 Bay Branch Blvd, Fayetteville, GA 30214",33.4551456,-84.4331917,FALSE
"145 Oakview Trce","Fayetteville","GA",30215,2305,1460,0,3,2,"145 Oakview Trce, Fayetteville, GA 30215",33.4428747,-84.4398718,FALSE
"295 Winona Dr","Fayetteville","GA",30214,2295,1723,0,3,2,"295 Winona Dr, Fayetteville, GA 30214",33.4592309,-84.4683929,FALSE
"176 Banks Rd","Fayetteville","GA",30214,2200,2491,0,4,2.5,"176 Banks Rd, Fayetteville, GA 30214",33.4685988,-84.4435838,FALSE
"140 Miracle Ln","Fayetteville","GA",30215,2945,2526,0.5,5,3.5,"140 Miracle Ln, Fayetteville, GA 30215",33.4382115,-84.4640059,FALSE
"140 Williamsburg Way","Fayetteville","GA",30214,1795,1549,0,3,3,"140 Williamsburg Way, Fayetteville, GA 30214",33.4400313,-84.4519504,FALSE
"100 Lindsey Ter","Fayetteville","GA",30214,2495,2517,0,4,2.5,"100 Lindsey Ter, Fayetteville, GA 30214",33.4326562,-84.4520324,FALSE
"165 Annelle Park Dr","Fayetteville","GA",30215,3235,2598,0.25,5,3,"165 Annelle Park Dr, Fayetteville, GA 30215",33.430258,-84.4403845,FALSE
"145 Sharon Dr","Fayetteville","GA",30214,1720,1230,0,2,1.5,"145 Sharon Dr, Fayetteville, GA 30214",33.4484194,-84.4687208,FALSE
"275 Oak St","Fayetteville","GA",30215,2070,1550,0,3,2.5,"275 Oak St, Fayetteville, GA 30215",33.44478,-84.4722875,FALSE
"295 Hillsdale Dr","Fayetteville","GA",30214,2700,1655,0.8,3,2.5,"295 Hillsdale Dr, Fayetteville, GA 30214",33.4602003,-84.4429707,FALSE
"300 S Jeff Davis Dr ","Fayetteville","GA",30215,1499,1050,0,2,1,"300 S Jeff Davis Dr , Fayetteville, GA 30215",33.4445557,-84.4476852,FALSE
"300 S Jeff Davis Dr ","Fayetteville","GA",30215,1650,1050,0,2,1,"300 S Jeff Davis Dr , Fayetteville, GA 30215",33.4445557,-84.4476852,TRUE
"300 S Jeff Davis Dr ","Fayetteville","GA",30215,1599,1050,0,2,1,"300 S Jeff Davis Dr , Fayetteville, GA 30215",33.4445557,-84.4476852,TRUE
"245 Cornwallis Way","Fayetteville","GA",30214,1900,1382,0,3,2,"245 Cornwallis Way, Fayetteville, GA 30214",33.4529532,-84.4754441,FALSE
"210 Gilbert Rd","Fayetteville","GA",30214,2400,2000,0,3,2,"210 Gilbert Rd, Fayetteville, GA 30214",33.4647487,-84.4433787,FALSE
"475 E Georgia Ave","Fayetteville","GA",30214,2100,1870,0,3,2,"475 E Georgia Ave, Fayetteville, GA 30214",33.4530013,-84.4456961,FALSE
"331 Roberts Rd","Fayetteville","GA",30214,1800,1300,1,3,2,"331 Roberts Rd, Fayetteville, GA 30214",33.4889033,-84.4368676,FALSE
"305 Woodsong Dr","Fayetteville","GA",30214,2875,2504,1.71,4,2,"305 Woodsong Dr, Fayetteville, GA 30214",33.4802459,-84.4811213,FALSE
"132 Brogdon Rd","Fayetteville","GA",30214,1800,1200,2.5,1,1,"132 Brogdon Rd, Fayetteville, GA 30214",33.5007064,-84.4565227,FALSE
"150 Little Creek Dr","Fayetteville","GA",30214,2800,1869,2,3,2,"150 Little Creek Dr, Fayetteville, GA 30214",33.5053017,-84.4675934,FALSE
"195 Pine Trail Rd","Fayetteville","GA",30214,5500,1905,1,3,2,"195 Pine Trail Rd, Fayetteville, GA 30214",33.4795213,-84.4302113,FALSE
"180 Cedar Cir","Fayetteville","GA",30214,2200,1850,1,1,1,"180 Cedar Cir, Fayetteville, GA 30214",33.4846627,-84.4739683,FALSE
"481 New Hope Rd","Fayetteville","GA",30214,2000,1824,0,3,2.5,"481 New Hope Rd, Fayetteville, GA 30214",33.4873453,-84.4675729,FALSE
"2350 Garnet Ave","Riverdale","GA",30296,1995,1621,0,4,3,"2350 Garnet Ave, Riverdale, GA 30296",33.5570613,-84.4677369,FALSE
"2426 Garnet Ave","Riverdale","GA",30296,2190,2071,0,3,2.5,"2426 Garnet Ave, Riverdale, GA 30296",33.556254,-84.4721235,FALSE
"205 Lori Ln","Riverdale","GA",30296,2160,2059,0.67,4,3,"205 Lori Ln, Riverdale, GA 30296",33.5617384,-84.4856095,FALSE
"545 Haymarket Ct","Riverdale","GA",30296,1945,1638,0.25,3,2.5,"545 Haymarket Ct, Riverdale, GA 30296",33.5636521,-84.4708117,FALSE
"2477 Wood Bend Ln","Riverdale","GA",30296,1899,1364,0,3,3,"2477 Wood Bend Ln, Riverdale, GA 30296",33.5629928,-84.4716726,FALSE
"7451 Embassy Trce","Riverdale","GA",30296,2295,2764,0,3,2.5,"7451 Embassy Trce, Riverdale, GA 30296",33.5526138,-84.4408861,FALSE
"140 Hallie Ln","Atlanta","GA",30349,1695,1832,0.36,3,2,"140 Hallie Ln, Atlanta, GA 30349",33.5665881,-84.4711397,FALSE
"7365 Chilton Ln","Riverdale","GA",30296,1960,1408,0,3,2,"7365 Chilton Ln, Riverdale, GA 30296",33.5543944,-84.4339649,FALSE
"2500 South Hls","Riverdale","GA",30296,2079,1871,0,4,2,"2500 South Hls, Riverdale, GA 30296",33.5629646,-84.4749522,FALSE
"7115 Lupine Ridge Ln","Atlanta","GA",30349,1600,1389,0,3,2,"7115 Lupine Ridge Ln, Atlanta, GA 30349",33.5641582,-84.484134,FALSE
"2550 Wood Bend Ln","Riverdale","GA",30296,1995,1680,0,3,2.5,"2550 Wood Bend Ln, Riverdale, GA 30296",33.5629205,-84.4732055,FALSE
"1716 Regency Pl","Riverdale","GA",30296,2670,2334,0,4,2,"1716 Regency Pl, Riverdale, GA 30296",33.5555266,-84.4460857,FALSE
"2615 Patriots Rd","Riverdale","GA",30296,2249,1916,0,4,3,"2615 Patriots Rd, Riverdale, GA 30296",33.5617116,-84.4781496,FALSE
"581 Westbridge Rd","Fayetteville","GA",30214,2500,1500,7.2,2,2,"581 Westbridge Rd, Fayetteville, GA 30214",33.5434206,-84.4763819,FALSE
"245 Kite Lake Rd","Fayetteville","GA",30214,2228,2529,2,3,2.5,"245 Kite Lake Rd, Fayetteville, GA 30214",33.5230387,-84.4833504,FALSE
"2770 S Hls","Riverdale","GA",30296,2220,1895,0,3,2,"2770 S Hls, Riverdale, GA 30296",33.5606673,-84.4801581,FALSE
"1817 Valley Woods Dr","Riverdale","GA",30296,1795,1686,0,3,2.5,"1817 Valley Woods Dr, Riverdale, GA 30296",33.5599922,-84.4494077,FALSE
"7288 Monarch Dr","Riverdale","GA",30296,1945,1980,0,3,2,"7288 Monarch Dr, Riverdale, GA 30296",33.5566307,-84.441533,FALSE
"940 Buloxi Blvd","Riverdale","GA",30296,2245,1918,0,4,2.5,"940 Buloxi Blvd, Riverdale, GA 30296",33.5618938,-84.4802811,FALSE
"7135 Tanger Blvd","Riverdale","GA",30296,2099,2280,0,3,2.5,"7135 Tanger Blvd, Riverdale, GA 30296",33.561785,-84.4817567,FALSE
"2770 Carolina Rdg","Riverdale","GA",30296,2445,1990,0,3,2.5,"2770 Carolina Rdg, Riverdale, GA 30296",33.5605049,-84.4765099,FALSE
"849 Wagon Wheel Cir","Fayetteville","GA",30214,2075,2500,0,4,3,"849 Wagon Wheel Cir, Fayetteville, GA 30214",33.5289484,-84.4818386,FALSE
"2757 Topaz Rd","Riverdale","GA",30296,2145,1497,0,5,3,"2757 Topaz Rd, Riverdale, GA 30296",33.5582949,-84.4738863,FALSE
"7045 Winkfield Pl","Atlanta","GA",30349,1895,1576,0.28,4,2,"7045 Winkfield Pl, Atlanta, GA 30349",33.5636626,-84.4867161,FALSE
"1257 Bethsaida Rd","Riverdale","GA",30296,1900,1814,1,4,1.5,"1257 Bethsaida Rd, Riverdale, GA 30296",33.5653598,-84.4310318,FALSE
"210 Woodhue Forest Ln","College Park","GA",30349,1750,1464,0.35,3,2,"210 Woodhue Forest Ln, College Park, GA 30349",33.5650048,-84.4835601,FALSE
"Lakeside Townhomes","Atlanta","GA",30349,1517,NA,0,2,2.5,"Lakeside Townhomes, Atlanta, GA 30349",33.6025495,-84.4365648,FALSE
"6840 Sarah Jane Ln","Riverdale","GA",30296,2145,2174,0,3,2.5,"6840 Sarah Jane Ln, Riverdale, GA 30296",33.5686937,-84.444117,FALSE
"5630 Hunters Forest Ln","Atlanta","GA",30349,1950,1508,0,3,3,"5630 Hunters Forest Ln, Atlanta, GA 30349",33.6007403,-84.4622633,FALSE
"5737 Little River Rd","Atlanta","GA",30349,2599,2244,0,4,2,"5737 Little River Rd, Atlanta, GA 30349",33.5990681,-84.4458396,FALSE
"6445 Emerald Pointe Cir","College Park","GA",30349,2285,2370,0.27,3,2,"6445 Emerald Pointe Cir, College Park, GA 30349",33.5815735,-84.4803938,FALSE
"2036 Laboon Cir ","College Park","GA",30349,1575,1400,0.37,2,2.5,"2036 Laboon Cir , College Park, GA 30349",33.598661,-84.4562152,FALSE
"2036 Laboon Cir ","Atlanta","GA",30349,1175,1000,0.37,1,1,"2036 Laboon Cir , Atlanta, GA 30349",33.598661,-84.4562152,TRUE
"6433 Polar Fox Ct","Riverdale","GA",30296,2445,2634,0.41,4,2.5,"6433 Polar Fox Ct, Riverdale, GA 30296",33.5796326,-84.4586345,FALSE
"2073 Louis Xiv Ln","Atlanta","GA",30349,1820,1200,0,3,2,"2073 Louis Xiv Ln, Atlanta, GA 30349",33.6086859,-84.4571993,FALSE
"1271 Willow Dr","Riverdale","GA",30296,1695,1353,0,3,1.5,"1271 Willow Dr, Riverdale, GA 30296",33.5935421,-84.431483,FALSE
"1565 Tigris Ct","Atlanta","GA",30349,2670,2118,0,4,2.5,"1565 Tigris Ct, Atlanta, GA 30349",33.6035151,-84.4448963,FALSE
"1230 Pineglen Dr","Riverdale","GA",30296,1775,1750,0.34,4,2.5,"1230 Pineglen Dr, Riverdale, GA 30296",33.594178,-84.430601,FALSE
"1260 Creekview Cir","Riverdale","GA",30296,1975,1638,0,4,2,"1260 Creekview Cir, Riverdale, GA 30296",33.575867,-84.4310318,FALSE
"1620 Danube Ct","Atlanta","GA",30349,2120,1922,0,4,2.5,"1620 Danube Ct, Atlanta, GA 30349",33.60369,-84.4458806,FALSE
"5212 Kirk Dr","Atlanta","GA",30349,1915,1704,0,4,2.5,"5212 Kirk Dr, Atlanta, GA 30349",33.6135438,-84.4316574,FALSE
"2730 Fox Hall Ln N","College Park","GA",30349,1846,1713,0.36,3,2,"2730 Fox Hall Ln N, College Park, GA 30349",33.5747959,-84.4782315,FALSE
"6193 Hemperly Rd","Atlanta","GA",30349,2279,3362,0.29,5,3,"6193 Hemperly Rd, Atlanta, GA 30349",33.5868524,-84.4797482,FALSE
"5741 Norman Ct","College Park","GA",30349,2110,1816,0,4,3,"5741 Norman Ct, College Park, GA 30349",33.6009039,-84.4420662,FALSE
"5736 Broadleaf Way","Atlanta","GA",30349,2050,1288,1,4,3,"5736 Broadleaf Way, Atlanta, GA 30349",33.5983907,-84.4409383,FALSE
"2251 Bigwood Trl","Atlanta","GA",30349,1819,1660,0,3,2.5,"2251 Bigwood Trl, Atlanta, GA 30349",33.5782987,-84.4668349,FALSE
"2192 Crossrail Dr","Atlanta","GA",30349,2115,1768,0.8,4,2.5,"2192 Crossrail Dr, Atlanta, GA 30349",33.5823852,-84.4644664,FALSE
"6397 Irma Lee Dr","Riverdale","GA",30296,2125,2100,0.37,3,3,"6397 Irma Lee Dr, Riverdale, GA 30296",33.5807125,-84.4433172,FALSE
"2373 Bigwood Trl","Atlanta","GA",30349,1675,1566,0,3,2.5,"2373 Bigwood Trl, Atlanta, GA 30349",33.5779857,-84.4661418,FALSE
"1272 Creekview Cir","Riverdale","GA",30296,1925,2128,0,4,2.5,"1272 Creekview Cir, Riverdale, GA 30296",33.5758038,-84.4315651,FALSE
"340 Kimberly Forest Ct","Atlanta","GA",30349,1895,1248,0.25,3,2,"340 Kimberly Forest Ct, Atlanta, GA 30349",33.5778572,-84.4848102,FALSE
"300 Dressage Ct","Riverdale","GA",30296,1650,1748,0,4,2.5,"300 Dressage Ct, Riverdale, GA 30296",33.582085,-84.4637599,FALSE
"1689 Camden Forrest Trl","Riverdale","GA",30296,1605,1024,0,2,2.5,"1689 Camden Forrest Trl, Riverdale, GA 30296",33.5891785,-84.4449783,FALSE
"5407 Brittany Trl","Atlanta","GA",30349,1575,1175,0.29,3,1,"5407 Brittany Trl, Atlanta, GA 30349",33.6091403,-84.4624888,FALSE
"2718 High Tide Dr","Atlanta","GA",30349,2185,1646,1,5,3,"2718 High Tide Dr, Atlanta, GA 30349",33.6114544,-84.4811418,FALSE
"1504 Hampstead Pl","Riverdale","GA",30296,2270,2240,0,4,3,"1504 Hampstead Pl, Riverdale, GA 30296",33.5697245,-84.4389079,FALSE
"6815 Camp Valley Rd","Riverdale","GA",30296,1795,1503,1.09,3,2,"6815 Camp Valley Rd, Riverdale, GA 30296",33.5708233,-84.4615048,FALSE
"6550 Splitpine Ct","Atlanta","GA",30349,2295,2217,0,3,2.5,"6550 Splitpine Ct, Atlanta, GA 30349",33.5766215,-84.4653999,FALSE
"5827 Highgrove Dr","Atlanta","GA",30349,1900,1536,0,3,NA,"5827 Highgrove Dr, Atlanta, GA 30349",33.5962452,-84.4353802,FALSE
"2734 Ocean Valley Rd","Atlanta","GA",30349,2095,1300,0,3,1.5,"2734 Ocean Valley Rd, Atlanta, GA 30349",33.5892098,-84.4788464,FALSE
"365 Kimberly Forest Ct","Atlanta","GA",30349,2095,2490,0.25,3,2.5,"365 Kimberly Forest Ct, Atlanta, GA 30349",33.5780817,-84.4854455,FALSE
"255 Marcliff Ct","College Park","GA",30349,1949,1833,0.37,3,2.5,"255 Marcliff Ct, College Park, GA 30349",33.570692,-84.4781086,FALSE
"1387 Cater Ln","Riverdale","GA",30296,2295,2136,0,4,2,"1387 Cater Ln, Riverdale, GA 30296",33.5863563,-84.4423123,FALSE
"1282 Creekmoor Ct","Riverdale","GA",30296,2170,1952,0.41,4,2,"1282 Creekmoor Ct, Riverdale, GA 30296",33.5687557,-84.4318933,FALSE
